,Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3168,3168,Single,1,1,9254,Daytime,1,129,Portuguese,1,1,4,2,126.2,0,0,1,0,female,1,21,0,0,6,7,6,13.42857143,0,0,6,8,6,11.33333333,0,8.9,1.4,3.51,Dropout
3169,3169,Single,1,3,9500,Daytime,1,134,Portuguese,1,37,8,7,120.5,1,0,0,1,Male,1,18,0,0,7,12,7,11.71666667,0,0,8,13,4,10.868,0,15.5,2.8,-4.06,Graduate
3170,3170,Single,17,1,9147,Daytime,1,127,Portuguese,1,37,4,8,121.1,1,0,0,1,MALE,1,20,0,0,5,11,4,12,0,0,5,5,5,12.8,0,11.1,0.6,2.02,Graduate
3171,3171,Single,18,2,9853,Daytime,1,123,Portuguese,1,3,9,2,123.7,1,0,1,0,Female,0,20,0,0,6,11,5,13.2,0,0,6,8,4,10.75,0,,1.4,1.74,Dropout
3172,3172,Single,17,3,9254,Daytime,1,127,Portuguese,12,38,5,7,116.9,1,0,1,1,Female,0,18,0,0,6,7,5,12.2,0,0,6,10,4,12.25,0,12.4,0.5,1.79,Dropout
3173,3173,Single,39,1,9556,Daytime,1,133.1,Portuguese,38,19,9,6,100,1,0,0,1,female,1,25,0,0,7,11,5,12.58,0,0,7,9,6,12.15714286,0,8.9,1.4,3.51,Graduate
3174,3174,Single,17,5,9238,Daytime,1,131,Portuguese,19,37,5,7,120.2,1,0,0,1,Female,1,19,0,0,6,9,5,11.33333333,0,0,6,6,6,10.83333333,0,13.9,-0.3,0.79,Enrolled
3175,3175,Married,39,1,33,Daytime,1,120,Portuguese,38,1,9,5,153.8,0,0,1,1,MALE,0,35,0,0,7,9,0,0,0,0,7,8,0,0,0,11.1,0.6,2.02,Dropout
3176,3176,Single,1,4,9500,Daytime,1,133,Portuguese,19,19,9,5,120.1,1,0,0,1,Female,1,19,0,0,7,9,6,12.42857143,0,0,8,8,8,14,0,13.9,-0.3,0.79,Graduate
3177,3177,Single,1,1,9670,Daytime,1,133,Portuguese,38,38,9,9,128.1,1,0,0,1,Male,1,18,0,0,6,6,6,13,0,0,6,6,6,13,0,13.9,-0.3,0.79,Dropout
3178,3178,Single,1,1,9500,Daytime,1,143,Portuguese,3,19,3,10,126.8,0,0,0,1,Male,0,19,0,0,8,8,7,14.53571429,0,0,8,8,7,14.53571429,0,10.8,1.4,1.74,Graduate
3179,3179,Single,43,1,9500,Daytime,1,140,Portuguese,19,38,9,7,125.7,1,0,0,1,male,1,19,0,0,7,8,5,11.2,0,0,7,8,5,11.2,0,7.6,2.6,0.32,Enrolled
3180,3180,Single,17,1,9070,Daytime,1,157,Portuguese,3,3,3,3,146.2,0,0,0,1,Male,0,18,0,0,6,6,6,16,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate
3181,3181,Single,39,1,9130,Daytime,19,133.1,Portuguese,19,3,9,2,140,1,0,1,1,MALE,0,24,0,0,6,13,5,13.14285714,0,0,6,15,3,12.66666667,0,16.2,0.3,-0.92,Dropout
3182,3182,Single,43,1,8014,Evening,1,145,Spanish,34,34,0,0,134.5,1,0,0,1,Male,0,25,1,8,14,23,11,11.6875,0,6,10,20,8,11.14285714,0,9.4,-0.8,-3.12,Graduate
3183,3183,Single,39,1,9119,Daytime,1,130,Portuguese,37,3,9,3,137,1,0,0,1,MALE,0,28,0,0,5,11,4,10.5,0,0,5,12,4,11,4,7.6,2.6,0.32,Enrolled
3184,3184,Single,1,1,9085,Daytime,1,111,Portuguese,1,38,5,9,107.5,0,0,0,1,MALE,1,19,0,0,6,9,6,13.83333333,0,0,6,12,5,13.66666667,0,11.1,0.6,2.02,Graduate
3185,3185,Single,17,2,9119,Daytime,1,116,Portuguese,19,1,9,7,112.2,0,0,0,1,Male,0,19,0,0,5,0,0,0,0,0,5,0,0,0,0,16.2,0.3,-0.92,Dropout
3186,3186,Single,39,1,9130,Daytime,10,133.1,Portuguese,12,36,90,90,128.2,0,0,0,0,male,1,30,0,0,5,13,0,0,3,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
3187,3187,Single,1,1,9500,Daytime,1,135,Portuguese,19,19,4,5,126.8,1,0,0,1,MALE,0,19,0,0,7,9,0,0,0,0,7,8,0,0,0,15.5,2.8,-4.06,Dropout
3188,3188,Single,17,1,9147,Daytime,1,145,Portuguese,19,38,4,4,132.1,1,0,0,1,MALE,0,21,0,0,5,10,1,10,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
3189,3189,Single,1,1,171,Daytime,1,118,Portuguese,37,37,3,5,110,0,0,0,1,Male,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
3190,3190,Single,39,1,9003,Daytime,1,130,Portuguese,19,19,9,5,100,0,0,0,0,male,0,29,0,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
3191,3191,Single,1,1,9670,Daytime,1,115,Portuguese,19,37,9,9,114.3,0,0,0,1,MALE,0,18,0,0,6,7,4,12.6,0,0,6,6,4,13,0,12.4,0.5,1.79,Dropout
3192,3192,Single,1,2,9147,Daytime,1,122,Portuguese,1,38,4,5,116.4,0,0,0,1,MALE,0,21,0,0,5,10,3,11.25,0,0,5,9,3,11,0,15.5,2.8,-4.06,Enrolled
3193,3193,Single,42,1,9070,Daytime,1,120,Portuguese,3,2,3,1,116.9,0,0,0,1,Male,0,20,0,6,7,13,7,12.375,0,4,7,8,4,11.25,0,13.9,-0.3,0.79,Dropout
3194,3194,Single,51,1,9991,Evening,1,120,Portuguese,38,3,5,3,128.2,0,0,1,1,MALE,0,24,0,3,10,15,7,10.71428571,0,3,10,11,9,12.55555556,0,12.4,0.5,1.79,Enrolled
3195,3195,Single,17,2,9773,Daytime,1,120,Portuguese,1,1,2,5,127,1,0,0,0,MALE,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
3196,3196,Single,42,1,9003,Daytime,1,140,Portuguese,1,3,4,2,140,1,0,0,1,MALE,0,23,0,0,6,14,5,12,0,0,6,12,5,12.14285714,0,15.5,2.8,-4.06,Enrolled
3197,3197,Single,1,6,9147,Daytime,1,127,Portuguese,1,19,1,6,120,1,0,0,1,MALE,0,19,0,0,5,6,5,12.6,0,0,5,8,3,12.66666667,0,8.9,1.4,3.51,Graduate
3198,3198,Single,7,1,9254,Daytime,3,110,Portuguese,19,19,3,3,110,0,0,0,1,male,0,35,0,0,6,7,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout
3199,3199,Single,1,1,9500,Daytime,1,148,Portuguese,1,1,9,9,127,1,0,0,1,MALE,0,20,0,0,8,8,7,12.84142857,0,0,8,8,7,12.84142857,0,10.8,1.4,1.74,Graduate
3200,3200,Married,39,1,9238,Daytime,42,170,Portuguese,19,38,8,8,159.5,0,0,0,1,male,0,33,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
3201,3201,Single,1,1,9773,Daytime,1,146,Portuguese,1,3,4,1,135.2,1,0,0,1,MALE,0,18,0,0,6,7,6,14.16666667,0,0,6,6,6,12.83333333,0,9.4,-0.8,-3.12,Graduate
3202,3202,Single,1,1,9773,Daytime,1,127,Portuguese,5,3,4,4,122.8,1,0,0,1,male,0,20,0,0,6,7,6,12.16666667,0,0,6,9,3,12,0,12.4,0.5,1.79,Enrolled
3203,3203,Single,17,1,9773,Daytime,1,125,Portuguese,3,3,2,3,118,1,0,0,1,Male,0,19,0,0,6,12,4,10.8,0,0,6,14,3,11,0,13.9,-0.3,0.79,Dropout
3204,3204,Single,17,5,9773,Daytime,1,139,Portuguese,38,1,4,4,123.6,1,0,0,1,MALE,0,18,0,0,6,6,6,13,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
3205,3205,Single,39,1,9991,Evening,1,133.1,Portuguese,37,37,7,9,111,0,0,0,0,MALE,0,28,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
3206,3206,Single,1,1,9147,Daytime,1,146,Portuguese,5,1,1,5,144.6,0,0,0,1,MALE,0,18,0,0,5,5,5,13,0,0,5,6,5,13.33333333,0,16.2,0.3,-0.92,Graduate
3207,3207,Single,1,1,9773,Daytime,1,109,Portuguese,2,3,3,3,111.8,1,0,1,1,male,0,25,0,0,6,8,6,11.57142857,0,0,6,9,6,11.57142857,0,15.5,2.8,-4.06,Dropout
3208,3208,Single,1,1,9238,Daytime,1,135,Portuguese,1,38,4,6,122.1,0,1,1,0,male,0,19,0,0,6,6,4,11.5,0,0,6,6,5,11,0,8.9,1.4,3.51,Dropout
3209,3209,Single,18,2,9070,Daytime,1,122,Portuguese,38,19,5,5,119.9,0,0,0,1,Male,0,18,0,0,6,8,5,11,0,0,6,6,4,10.75,0,9.4,-0.8,-3.12,Graduate
3210,3210,Single,7,1,9003,Daytime,3,130,Portuguese,3,3,6,2,130,1,0,0,1,Male,0,29,0,1,6,10,6,17.11111111,0,2,6,9,6,15.57142857,0,13.9,-0.3,0.79,Graduate
3211,3211,Single,1,1,171,Daytime,1,124,Portuguese,2,2,3,2,118.4,1,0,0,1,Male,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
3212,3212,Single,1,1,9254,Daytime,1,115,Portuguese,3,2,4,5,112.6,0,0,0,1,MALE,1,20,0,0,6,9,6,12.57142857,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,Graduate
3213,3213,Single,44,1,9003,Daytime,39,150,Portuguese,3,19,2,6,150,0,0,0,1,Male,0,20,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
3214,3214,Single,1,4,9070,Daytime,1,170,Portuguese,3,3,2,2,165.8,1,0,0,1,Male,0,18,0,0,6,7,6,14.5,0,0,6,6,6,15.16666667,0,9.4,-0.8,-3.12,Graduate
3215,3215,Single,1,6,9254,Daytime,1,102,Portuguese,3,1,2,2,101.7,1,0,0,1,Male,1,21,0,0,6,6,6,13.5,0,0,6,6,6,12.33333333,0,12.4,0.5,1.79,Graduate
3216,3216,Single,17,2,9254,Daytime,1,140,Portuguese,3,3,2,2,124.3,0,0,0,0,Male,0,18,0,0,6,9,5,11.2,0,0,6,14,2,10,0,9.4,-0.8,-3.12,Dropout
3217,3217,Single,1,5,9119,Daytime,1,135,Portuguese,37,37,90,90,122.1,1,0,0,1,MALE,0,20,0,0,5,10,3,10.66666667,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Graduate
3218,3218,Single,43,1,8014,Evening,1,148,Portuguese,37,37,9,9,134.7,0,0,0,1,Female,0,23,0,9,13,15,9,11,0,4,11,12,7,11.57142857,0,15.5,2.8,-4.06,Enrolled
3219,3219,Single,39,1,9991,Evening,1,140,Portuguese,1,37,9,8,154.5,0,0,0,1,FEMALE,0,26,0,0,1,2,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92,Dropout
3220,3220,Single,17,3,9670,Daytime,1,147,Portuguese,37,37,8,8,128.8,0,0,1,1,FEMALE,0,19,0,0,5,5,1,10,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout
3221,3221,Single,39,1,9556,Daytime,1,140,Portuguese,37,38,9,9,106,1,0,1,0,Female,1,24,0,0,7,14,5,12.36,0,1,8,15,5,12,0,8.9,1.4,3.51,Dropout
3222,3222,Single,1,1,9670,Daytime,1,157,Portuguese,19,38,9,7,146.2,1,0,0,1,Female,1,20,0,0,6,8,6,15.25,0,0,6,7,6,14.71428571,0,11.1,0.6,2.02,Graduate
3223,3223,Single,17,1,9991,Evening,1,120,Portuguese,38,3,9,3,116.9,1,0,1,0,FEMALE,0,26,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
3224,3224,Single,39,1,9147,Daytime,12,133.1,Portuguese,19,37,7,9,118.2,0,0,0,1,female,0,31,0,0,5,8,1,13,2,0,5,9,4,12.25,0,10.8,1.4,1.74,Dropout
3225,3225,Married,43,1,9500,Daytime,1,140,Portuguese,37,37,9,10,105.7,1,0,0,1,FEMALE,0,27,0,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12,Graduate
3226,3226,Single,1,1,9085,Daytime,1,130,Portuguese,19,38,9,9,126.9,0,0,1,1,Female,0,24,0,0,6,8,6,13.28571429,0,0,6,13,6,12.875,0,11.1,0.6,2.02,Graduate
3227,3227,Single,44,1,9085,Daytime,39,150,Portuguese,19,38,194,193,150,1,0,0,1,Female,0,23,0,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51,Enrolled
3228,3228,Single,1,2,9500,Daytime,1,115,Portuguese,38,38,9,8,108.4,1,0,0,1,Female,1,20,0,0,7,8,7,11.9625,0,0,8,9,8,13.04444444,0,13.9,-0.3,0.79,Graduate
3229,3229,Single,1,6,9500,Daytime,1,118,Portuguese,38,38,5,5,114.2,1,0,0,1,female,0,20,0,0,7,9,6,13.68333333,0,0,8,11,6,13.11666667,0,11.1,0.6,2.02,Graduate
3230,3230,Single,39,1,9500,Daytime,1,130,Portuguese,38,1,9,4,140,1,0,0,1,female,0,24,0,0,8,8,7,14.98571429,0,0,8,8,7,14.98571429,0,12.7,3.7,-1.7,Graduate
3231,3231,Married,39,1,9147,Daytime,1,130,Portuguese,37,37,9,9,142.5,0,0,0,1,FEMALE,0,39,0,0,5,8,4,11.25,0,0,5,8,4,11.5,0,11.1,0.6,2.02,Enrolled
3232,3232,Single,1,2,9773,Daytime,1,130,Portuguese,19,38,3,9,126.5,1,0,0,1,Female,0,18,0,0,6,8,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7,Graduate
3233,3233,Single,17,3,9085,Daytime,1,120,Portuguese,37,38,9,9,111.3,0,0,0,1,Female,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
3234,3234,Single,1,2,9500,Daytime,1,130,Portuguese,1,1,4,3,125.1,1,0,0,1,Female,0,18,0,0,7,10,7,13.78,0,0,8,10,8,13.661,0,15.5,2.8,-4.06,Graduate
3235,3235,Single,1,2,9500,Daytime,1,141,Portuguese,37,37,9,7,126.3,1,0,0,1,FEMALE,0,19,0,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,15.5,2.8,-4.06,Graduate
3236,3236,Single,17,1,9085,Daytime,1,138,Portuguese,1,19,4,9,142.2,1,0,0,1,Female,0,18,0,0,5,7,5,13.8,0,0,5,5,5,12.6,0,10.8,1.4,1.74,Graduate
3237,3237,Single,1,1,9670,Daytime,1,113,Portuguese,37,19,9,9,110.2,1,0,0,1,female,0,22,0,0,5,7,3,12.66666667,0,0,5,6,4,12,0,7.6,2.6,0.32,Enrolled
3238,3238,Single,17,4,9500,Daytime,1,135,Portuguese,1,1,4,4,127,1,0,0,1,female,0,18,0,0,7,7,7,14.42428571,0,0,8,8,8,13.9375,0,11.1,0.6,2.02,Graduate
3239,3239,Single,1,1,9238,Daytime,1,137,Portuguese,3,1,4,9,128.6,0,0,0,1,Female,1,18,0,0,6,7,6,13.16666667,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate
3240,3240,Divorced,39,1,9991,Evening,1,133.1,Portuguese,37,37,9,9,130.4,0,0,0,1,female,0,30,0,0,5,10,3,10.66666667,0,0,5,8,5,10.4,0,12.7,3.7,-1.7,Enrolled
3241,3241,Married,43,1,9238,Daytime,12,100,Portuguese,37,37,9,9,134.4,0,0,0,1,FEMALE,0,34,0,9,16,20,14,12.07142857,1,11,13,13,11,12.27272727,0,7.6,2.6,0.32,Graduate
3242,3242,Single,39,1,8014,Evening,19,133.1,Portuguese,37,37,9,9,100,0,0,0,1,FEMALE,0,38,0,0,6,10,3,10.25,0,0,6,7,1,12,0,13.9,-0.3,0.79,Dropout
3243,3243,Single,1,1,9500,Daytime,1,142,Portuguese,37,19,7,7,133,1,0,0,1,female,1,19,0,0,8,8,8,14.11,0,0,8,8,8,14.11,0,9.4,-0.8,-3.12,Graduate
3244,3244,Single,17,3,9853,Daytime,1,140,Portuguese,38,38,5,7,126.7,1,0,0,1,female,0,19,0,0,6,9,5,12.4,0,0,6,10,3,10.66666667,0,10.8,1.4,1.74,Dropout
3245,3245,Single,43,1,9773,Daytime,1,129,Portuguese,1,1,4,8,129,0,0,0,0,female,0,21,0,0,6,7,6,12,0,0,6,6,6,12,0,10.8,1.4,1.74,Dropout
3246,3246,Single,17,1,9773,Daytime,1,141,Portuguese,2,3,2,2,133.7,1,0,0,1,female,1,18,0,0,6,6,6,14.83333333,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
3247,3247,Single,17,5,9085,Daytime,1,118,Portuguese,1,38,4,7,122.2,1,0,0,1,FEMALE,1,20,0,0,6,7,6,15.42857143,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
3248,3248,Single,17,5,9147,Daytime,1,131,Portuguese,37,38,5,5,128.9,0,0,0,1,female,1,18,0,0,5,7,5,11.6,0,0,5,11,5,11.4,4,16.2,0.3,-0.92,Graduate
3249,3249,Single,1,3,9070,Daytime,1,161,Portuguese,38,37,5,5,154.4,1,0,0,1,Female,0,18,0,0,6,6,6,14.16666667,0,0,6,6,6,14,0,16.2,0.3,-0.92,Graduate
3250,3250,Single,7,1,9556,Daytime,2,130,Portuguese,37,37,9,9,130,1,0,0,1,Female,1,36,0,0,7,9,1,9.8,0,0,7,7,0,0,0,12.7,3.7,-1.7,Dropout
3251,3251,Single,17,4,9147,Daytime,1,121,Portuguese,38,37,6,7,113,1,0,0,1,female,1,18,0,0,5,12,4,10.71428571,0,0,5,9,4,11,0,13.9,-0.3,0.79,Graduate
3252,3252,Single,43,1,9130,Daytime,6,133.1,Portuguese,1,29,4,90,123.3,1,0,0,1,FEMALE,1,21,0,0,5,7,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
3253,3253,Single,44,1,9130,Daytime,39,130,Portuguese,1,3,9,2,130,1,0,1,1,Female,1,21,0,1,6,13,3,12.33333333,0,1,6,12,1,13,0,13.9,-0.3,0.79,Dropout
3254,3254,Single,15,1,9085,Daytime,1,133.1,Brazilian,3,3,4,2,101.3,0,0,0,1,Female,0,18,1,0,6,13,6,13,0,0,6,15,6,12.25,0,11.1,0.6,2.02,Graduate
3255,3255,Single,17,6,9670,Daytime,1,120,Portuguese,1,14,4,5,113.7,1,0,0,1,Female,0,18,0,0,5,7,4,11.4,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Graduate
3256,3256,Single,1,2,9500,Daytime,1,140,Portuguese,38,38,9,7,138.8,1,0,0,1,Female,0,19,0,0,7,7,6,12.76666667,0,0,7,7,6,12.76666667,0,7.6,2.6,0.32,Graduate
3257,3257,Married,39,1,9003,Daytime,19,133.1,Portuguese,37,19,9,4,140,0,0,1,1,female,0,29,0,0,6,11,5,12.6,0,0,6,6,6,12.66666667,0,11.1,0.6,2.02,Graduate
3258,3258,Single,44,1,9147,Daytime,39,130,Portuguese,19,1,9,3,130,0,0,0,1,Female,1,20,0,4,7,8,7,13,0,2,5,5,5,13.4,0,11.1,0.6,2.02,Graduate
3259,3259,Single,17,2,9500,Daytime,1,140,Portuguese,37,37,9,9,132.5,1,0,0,1,FEMALE,0,18,0,0,7,7,6,14.31666667,0,0,7,7,6,14.31666667,0,7.6,2.6,0.32,Graduate
3260,3260,Single,1,1,9085,Daytime,1,124,Portuguese,2,1,4,10,117.4,1,0,0,1,Female,0,19,0,0,5,7,4,12.75,0,0,5,5,5,12,0,10.8,1.4,1.74,Graduate
3261,3261,Single,1,3,9147,Daytime,1,115,Portuguese,1,38,3,8,109.8,1,0,0,1,Female,1,19,0,0,5,5,5,13.4,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate
3262,3262,Single,39,1,8014,Evening,1,100,Portuguese,12,5,9,4,116.5,0,0,1,0,FEMALE,0,37,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
3263,3263,Single,1,2,9085,Daytime,1,162,Portuguese,37,1,9,9,165.2,1,0,0,1,female,1,18,0,0,5,6,4,15.75,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
3264,3264,Single,1,1,9853,Daytime,1,121,Portuguese,19,19,7,7,113,1,0,0,1,Female,0,21,0,0,6,9,5,12.4,0,0,6,11,1,11,0,12.7,3.7,-1.7,Dropout
3265,3265,Single,17,1,9238,Daytime,1,125,Portuguese,1,38,144,181,123.3,0,0,0,1,Female,1,19,0,0,6,8,6,11.5,0,0,6,7,6,12.33333333,0,12.4,0.5,1.79,Graduate
3266,3266,Single,17,2,9670,Daytime,1,123,Portuguese,3,1,3,1,116.7,0,0,0,1,Female,0,19,0,0,5,5,5,13.4,0,0,5,5,5,14,0,9.4,-0.8,-3.12,Graduate
3267,3267,Married,39,1,9991,Evening,39,140,Portuguese,38,19,9,5,110,0,0,0,1,FEMALE,1,35,0,0,5,9,3,11.66666667,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled
3268,3268,Married,39,1,9500,Daytime,1,133.1,Portuguese,37,38,9,8,118.9,0,0,0,1,female,0,30,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,Dropout
3269,3269,Single,43,2,9773,Daytime,1,120,Portuguese,34,34,0,0,103.6,1,0,0,1,Female,0,27,0,4,8,11,7,13.28571429,0,4,7,13,5,11.6,0,9.4,-0.8,-3.12,Dropout
3270,3270,Married,1,1,9254,Daytime,1,136,Portuguese,37,37,9,9,122.7,0,0,0,1,Female,1,45,0,0,6,10,4,11.5,0,0,6,16,2,10.5,0,7.6,2.6,0.32,Dropout
3271,3271,Married,39,1,8014,Evening,1,133.1,Portuguese,38,38,9,9,113.5,0,0,0,1,Female,1,50,0,3,9,11,8,13.25,0,2,7,8,7,11.71428571,0,12.7,3.7,-1.7,Graduate
3272,3272,Divorced,42,1,9147,Daytime,1,110,Portuguese,37,37,9,9,128.2,0,0,0,1,Female,0,41,0,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12,Graduate
3273,3273,Single,43,1,9500,Daytime,1,120,Portuguese,37,37,9,6,120,1,0,0,1,Female,0,26,0,0,7,8,6,12,0,0,7,8,6,12,0,7.6,2.6,0.32,Enrolled
3274,3274,Single,39,1,9003,Daytime,19,133.1,Portuguese,37,37,9,9,130,0,0,0,1,FEMALE,0,44,0,0,6,10,1,12,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
3275,3275,Facto Union,7,1,9147,Daytime,40,110,Portuguese,37,37,9,9,110,0,0,0,1,FEMALE,0,23,0,10,15,15,13,10.92307692,0,5,10,10,7,11.14285714,0,15.5,2.8,-4.06,Graduate
3276,3276,Single,51,1,33,Daytime,1,130,Portuguese,19,19,9,9,117.7,0,0,0,1,FEMALE,0,34,0,10,12,12,10,12,0,5,10,11,5,11,0,11.1,0.6,2.02,Dropout
3277,3277,Single,1,1,9147,Daytime,1,102,Portuguese,38,38,9,9,99.6,1,0,0,1,Female,1,21,0,0,5,10,5,13.71428571,0,0,5,7,5,14.4,0,11.1,0.6,2.02,Graduate
3278,3278,Single,43,3,9147,Daytime,1,127,Angolan,3,37,3,3,117.9,1,0,0,1,FEMALE,0,22,1,0,5,8,1,10,0,0,5,8,2,13,0,7.6,2.6,0.32,Dropout
3279,3279,Divorced,39,1,8014,Evening,1,133.1,Portuguese,37,37,9,8,113,0,0,0,1,Female,1,32,0,0,6,18,2,10.33333333,0,0,6,7,6,11.5,0,16.2,0.3,-0.92,Graduate
3280,3280,Single,17,2,9556,Daytime,1,137,Brazilian,1,1,7,7,124.4,1,0,0,1,Female,0,20,1,0,7,8,7,12.72857143,0,0,8,8,8,14.625,0,15.5,2.8,-4.06,Graduate
3281,3281,Married,7,1,8014,Evening,3,130,Portuguese,35,35,90,90,140,0,0,0,0,Female,0,59,0,10,15,22,12,13.33333333,0,8,8,8,8,12.875,0,10.8,1.4,1.74,Dropout
3282,3282,Married,53,1,9147,Daytime,42,130,Portuguese,19,19,175,152,132.4,0,0,0,1,female,0,30,0,6,11,20,9,12.22222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51,Enrolled
3283,3283,Single,1,4,9254,Daytime,1,131,Portuguese,38,36,9,9,124,1,0,0,1,Female,1,18,0,0,6,7,6,11.33333333,0,0,6,9,6,10.83333333,0,9.4,-0.8,-3.12,Graduate
3284,3284,Married,39,1,9991,Evening,1,162,Portuguese,37,37,9,6,132,0,0,1,1,male,0,25,0,0,5,8,4,11,0,0,5,7,4,12,0,7.6,2.6,0.32,Enrolled
3285,3285,Divorced,43,1,9991,Evening,1,140,Portuguese,37,37,5,5,149.8,0,0,0,1,Male,0,36,0,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7,Graduate
3286,3286,Single,7,1,9556,Daytime,43,160,Portuguese,38,19,9,9,160,0,0,0,1,Male,0,36,0,0,7,16,1,12,0,0,7,13,0,0,1,11.1,0.6,2.02,Dropout
3287,3287,Single,17,6,9670,Daytime,1,117,Portuguese,38,19,0,1,114.6,0,0,0,0,MALE,0,19,0,0,6,9,4,11.25,0,0,6,11,3,10.16666667,0,10.8,1.4,1.74,Dropout
3288,3288,Single,39,1,9991,Evening,1,150,Portuguese,1,37,4,6,120,0,0,0,1,male,0,25,0,0,5,6,4,10.5,0,0,5,6,5,12,0,9.4,-0.8,-3.12,Graduate
3289,3289,Single,39,1,9003,Daytime,19,133.1,Portuguese,37,37,9,7,100,0,0,0,1,MALE,0,35,0,17,18,20,18,11.55555556,0,11,13,13,13,11.61538462,0,15.5,2.8,-4.06,Graduate
3290,3290,Single,1,1,9238,Daytime,1,125,Portuguese,1,1,5,5,128.5,0,0,0,1,Male,0,20,0,0,6,13,1,14,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
3291,3291,Single,39,1,9003,Daytime,1,130,Portuguese,37,37,9,7,113,1,0,0,0,Male,0,35,0,0,6,17,1,13,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
3292,3292,Single,1,1,9238,Daytime,1,170,Portuguese,37,37,0,0,150.8,1,0,0,1,FEMALE,0,27,0,0,6,13,2,11,0,0,6,14,1,11,0,7.6,2.6,0.32,Dropout
3293,3293,Single,17,3,9500,Daytime,1,132,Portuguese,19,3,9,5,130.8,1,0,0,1,FEMALE,0,18,0,0,8,8,7,13.68142857,0,0,8,8,7,13.68142857,0,10.8,1.4,1.74,Enrolled
3294,3294,Single,43,1,9500,Daytime,1,133.1,Portuguese,38,19,9,10,114.5,0,0,0,1,female,0,23,0,0,7,11,6,12.1,0,0,7,7,6,12.61666667,0,16.2,0.3,-0.92,Enrolled
3295,3295,Single,17,2,8014,Evening,1,120,Portuguese,19,1,5,10,114.8,1,0,0,1,FEMALE,0,19,0,0,6,8,4,10.5,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Graduate
3296,3296,Single,17,2,9500,Daytime,1,126,Portuguese,37,37,7,7,126.2,1,0,0,1,Female,1,18,0,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Enrolled
