,Unnamed: 0.1,Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade) After Normalization,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade After Normalization,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade) After Normalization,Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade) After Normalization,Curricular units 2nd sem (without evaluations),Unemployment rate After Normalization,Inflation rate After Normalization,GDP After Normalization,Target,Avg Grade After Normalization,Total Pass Rate After Normalization,Total Missed Rate After Normalization,Economic Pressure Index After Normalization,Age x Admission grade After Normalization,Scholarship holder x Pass rate After Normalization,Daytime attendance x Pass rate After Normalization
3875,3875,3875,1,43,1,9500,1,19,0.5936818197721161,1,34,34,0,0,0.23625350539242618,1,0,0,1,1,0,27,0,0,7,7,0,0.0,6,0,7,7,0,0.0,6,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.0,0.0,0.5714285714285714,0.25604433168610846,0.1846102552840121,0.0,0.0
3876,3876,3876,1,17,1,9500,1,1,0.6734506179271283,1,1,1,4,10,0.5040063132242629,0,0,0,1,0,0,19,0,0,7,7,7,0.7122043517880794,0,0,8,8,7,0.7415384615185799,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Dropout,0.6173779865683958,0.9333333333333333,0.0,0.37452760697921644,0.0380395347985919,0.0,0.9333333333333333
3877,3877,3877,1,18,2,9500,1,1,0.646311076714472,24,1,1,4,3,0.4519114994691975,1,0,0,1,0,1,20,1,0,8,8,8,0.752317880794702,0,0,8,8,8,0.7646153846742012,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.6616130281300423,1.0,0.0,0.33045021105106365,0.05624696235250565,1.0,1.0
3878,3878,3878,1,43,4,9500,1,6,0.5024473564821469,1,38,37,5,9,0.3558870459177257,1,0,0,1,0,1,19,0,0,7,7,6,0.7178807947019868,0,0,7,7,6,0.729615384671509,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.6131817190794655,0.8571428571428571,0.0,0.25604433168610846,0.035720365072172744,0.8571428571428571,0.8571428571428571
3879,3879,3879,2,39,1,9991,0,1,0.7780665087472556,1,37,37,9,9,0.7783389089253667,0,0,0,1,0,0,35,0,0,5,5,5,0.614569536423841,0,0,5,6,5,0.6012820515077909,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.4629725757202204,1.0,0.0,0.7607102960745002,0.35100849042086424,0.0,0.0
3880,3880,3880,1,17,5,9773,1,1,0.45364910107045736,1,19,12,7,3,0.3170194914375237,1,0,0,1,0,0,22,0,0,6,7,6,0.7190160831788079,0,0,6,7,6,0.8230769233710059,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.6790061125417491,1.0,0.0,0.37452760697921644,0.09184761264914382,0.0,1.0
3881,3881,3881,1,1,2,9254,1,1,0.45364910107045736,1,1,19,5,7,0.22626370265659546,1,0,0,1,0,1,20,0,0,6,6,6,0.7328918320529801,0,0,6,6,6,0.8076923077544379,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.6780955936094761,1.0,0.0,0.2479567361029612,0.05252794272505373,1.0,1.0
3882,3882,3882,1,1,1,9670,1,1,0.5283337828952374,1,37,38,9,9,0.29030656019323686,1,0,1,0,0,0,18,0,0,6,7,4,0.5960264900662252,0,0,6,9,4,0.5846153848142012,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Dropout,0.44165865788673814,0.6666666666666666,0.0,0.27949835887723573,0.015803617421167593,0.0,0.6666666666666666
3883,3883,3883,1,1,1,9238,1,1,0.5930240300769907,1,37,37,9,9,0.3921602411258114,1,0,0,1,0,1,18,0,0,6,7,5,0.5403973509933775,0,0,6,9,4,0.6057692308158285,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.4208367719154093,0.75,0.0,0.3057830445224644,0.017314450939067805,0.75,0.75
3884,3884,3884,1,7,1,9500,1,3,0.6395773680065004,1,1,37,9,5,0.5947925105984773,0,0,0,1,0,0,30,0,0,8,8,7,0.8305014193377483,0,0,8,8,7,0.8440769233726214,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.7771855581817434,0.875,0.0,0.27949835887723573,0.25001030153614245,0.0,0.875
3885,3885,3885,1,18,1,9238,1,1,0.5219853078690102,1,38,38,9,7,0.30107091555927923,0,0,1,1,0,1,18,0,0,6,9,6,0.5739514347019867,0,0,6,8,6,0.6461538462035503,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.46515015429760975,1.0,0.0,0.2479567361029612,0.015963289106439016,1.0,1.0
3886,3886,3886,1,1,1,9254,1,1,0.570786214089981,1,19,19,7,8,0.36979199730022216,1,0,0,1,0,1,20,0,0,6,6,6,0.7682119205298014,0,0,6,7,5,0.8076923077544379,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.7037817626481401,0.9166666666666666,0.0,0.3057830445224644,0.05489350778890256,0.9166666666666666,0.9166666666666666
3887,3887,3887,1,1,1,9238,1,1,0.4355001521006279,1,19,38,9,9,0.19721466070867777,0,1,0,1,0,1,19,0,0,6,12,4,0.5509933774834437,0,0,6,11,4,0.5788461538906805,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.4114697460471441,0.6666666666666666,0.0,0.3057830445224644,0.03323596045090238,0.6666666666666666,0.6666666666666666
3888,3888,3888,1,17,1,9085,1,1,0.6328642957489701,1,38,38,5,3,0.5556802277177688,0,0,0,1,0,0,19,0,0,5,7,5,0.6887417218543046,1,0,5,7,5,0.7179487178244577,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.585339933961371,1.0,0.06666666666666667,0.25604433168610846,0.03884861642799864,0.0,1.0
3889,3889,3889,1,1,2,9556,1,1,0.573389560059012,1,1,38,3,8,0.36349405237484333,1,0,0,1,0,1,21,0,0,7,7,7,0.6486281928476821,0,0,8,8,8,0.760576923135429,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.5865821141788172,1.0,0.0,0.7607102960745002,0.07373994473395773,1.0,1.0
3890,3890,3890,1,18,1,9853,1,1,0.5936818197721161,1,1,19,141,182,0.17791800753832376,1,0,1,1,0,0,21,0,0,7,7,7,0.6887417218543046,0,0,7,8,6,0.6730769231286983,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Enrolled,0.555688900725685,0.9285714285714286,0.0,0.13109097992648266,0.0705284398532327,0.0,0.9285714285714286
3891,3891,3891,1,1,4,9670,1,1,0.573389560059012,1,1,1,9,9,0.4200694206418838,1,0,0,1,0,0,18,0,0,6,6,6,0.7505518765562914,0,0,6,7,6,0.7230769232094675,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Enrolled,0.6314512855922305,1.0,0.0,0.13109097992648266,0.01772843817530617,0.0,1.0
3892,3892,3892,1,1,3,9147,1,1,0.659840070025209,1,1,1,5,7,0.5236930120146965,1,0,0,1,0,1,18,0,0,5,11,4,0.7549668874172185,0,0,5,7,4,0.6730769231286983,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.6004046976174555,0.8,0.0,0.5884445101534626,0.01926552543280924,0.8,0.8
3893,3893,3893,4,39,1,9085,1,1,0.4475757310590674,1,37,37,90,90,0.23625350539242618,0,0,0,0,0,0,35,0,0,5,14,1,0.6357615894039735,2,0,5,11,2,0.5653846154281066,1,0.0978396473721263,0.0,0.217024957975818,Dropout,0.45430461695542784,0.3,0.19999999999999998,0.33045021105106365,0.3353733014363033,0.0,0.3
3894,3894,3894,1,1,6,9500,1,1,0.5093554269594185,41,1,1,9,6,0.30240897927840393,1,0,0,1,0,0,21,1,0,7,11,4,0.7019867549668874,0,0,7,9,5,0.7441538462110888,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Enrolled,0.6120821692624251,0.6428571428571429,0.0,0.2479567361029612,0.07268283086690941,0.0,0.6428571428571429
3895,3895,3895,1,1,1,9500,1,1,0.6395773680065004,1,38,37,9,7,0.4884282858118354,1,0,0,1,1,1,18,0,0,7,7,6,0.6984547459602649,0,0,7,7,6,0.7098717947469133,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5865392620424659,0.8571428571428571,0.0,0.25604433168610846,0.018742430637814722,0.8571428571428571,0.8571428571428571
3896,3896,3896,1,17,5,9070,1,1,0.5410972836775345,1,19,1,5,5,0.40195189206157167,1,0,0,1,1,0,22,0,0,6,6,1,0.5827814569536424,0,0,6,6,0,0.0,0,0.0978396473721263,0.0,0.217024957975818,Enrolled,0.14839267965069025,0.08333333333333333,0.0,0.33045021105106365,0.093387409608512,0.0,0.08333333333333333
3897,3897,3897,1,17,1,9500,1,1,0.5996114740654517,1,38,1,9,6,0.5269374933606095,1,0,0,1,1,1,20,0,0,7,8,7,0.6343046357615895,0,0,8,8,8,0.6812211538985555,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.5252038449710745,1.0,0.0,0.7607102960745002,0.057483505087655706,1.0,1.0
3898,3898,3898,2,39,1,9254,1,1,0.573389560059012,1,37,37,4,7,0.36979199730022216,1,0,0,1,0,0,34,0,0,6,7,5,0.656953642384106,0,0,6,8,5,0.6892307692837871,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.5451715116258767,0.8333333333333334,0.0,0.33045021105106365,0.32026948107711384,0.0,0.8333333333333334
3899,3899,3899,2,7,1,9147,1,3,0.5093554269594185,1,37,37,9,9,0.36979199730022216,0,0,0,1,0,0,33,0,3,8,9,5,0.6675496688741722,2,2,7,13,5,0.6057692308158285,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Enrolled,0.49888044270197385,0.6666666666666666,0.08888888888888888,0.27949835887723573,0.3013140544136701,0.0,0.6666666666666666
3900,3900,3900,1,1,3,9500,1,1,0.6530653382772872,1,37,38,9,9,0.5671597873565801,1,0,0,1,0,1,22,0,0,7,7,6,0.7364238410596027,0,0,7,7,6,0.7484615385191125,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.6390700683752517,0.8571428571428571,0.0,0.25604433168610846,0.09638257532818739,0.8571428571428571,0.8571428571428571
3901,3901,3901,1,17,3,9254,1,1,0.5539488427689498,1,37,37,9,6,0.41285983870431764,1,0,0,1,0,1,20,0,0,6,11,4,0.609271523178808,0,0,6,12,3,0.5923076923532545,0,0.0,0.3374415048438927,0.42151018228875087,Enrolled,0.45430461695542784,0.5833333333333334,0.0,0.25604433168610846,0.055603331459934624,0.5833333333333334,0.5833333333333334
3902,3902,3902,2,39,1,9147,1,1,0.6395773680065004,1,37,37,6,10,0.5084140378126065,0,0,0,1,0,0,35,0,0,5,6,4,0.752317880794702,0,0,5,10,4,0.6384615386644971,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Enrolled,0.5754418895182463,0.8,0.0,0.27949835887723573,0.3432231371463136,0.0,0.8
3903,3903,3903,2,39,1,9147,1,1,0.6395773680065004,1,38,37,4,7,0.4884282858118354,1,0,0,0,0,0,39,0,0,5,12,3,0.5651214129801324,2,0,5,15,3,0.5743589745826431,0,0.0978396473721263,0.0,0.217024957975818,Dropout,0.4171836829662026,0.6,0.13333333333333333,0.33045021105106365,0.4188594627752309,0.0,0.6
3904,3904,3904,1,18,6,9500,1,1,0.6530653382772872,1,38,37,9,5,0.46575681205264985,1,0,0,0,0,0,19,0,0,7,14,0,0.0,0,0,8,0,0,0.0,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Dropout,0.0,0.0,0.0,0.2479567361029612,0.037440645222772906,0.0,0.0
3905,3905,3905,4,39,1,9254,1,1,0.5093554269594185,1,37,37,9,8,0.0,0,0,0,1,0,1,36,0,0,6,10,6,0.5827814569536424,0,0,6,14,3,0.6102564101238659,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.44892162204876257,0.75,0.0,0.27949835887723573,0.34720981003891116,0.75,0.75
3906,3906,3906,1,1,2,9500,1,1,0.5347044756186706,1,37,37,9,9,0.3183379733794567,1,0,0,1,0,1,21,0,0,8,8,7,0.7394512773509934,0,0,8,8,7,0.7515384617501184,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.6433389109965137,0.875,0.0,0.5884445101534626,0.07295849167402296,0.875,0.875
3907,3907,3907,1,1,1,9238,1,1,0.7567914569076971,1,3,38,1,5,0.5609144360753966,1,0,0,1,0,0,22,0,0,6,11,4,0.6622516556291391,1,0,6,13,3,0.7358974361335306,0,0.0978396473721263,0.0,0.217024957975818,Enrolled,0.5793585905807842,0.5833333333333334,0.05555555555555555,0.33045021105106365,0.0962693491289714,0.0,0.5833333333333334
3908,3908,3908,2,39,1,9238,1,1,0.5513715246628844,1,38,38,9,7,0.20015397997758555,0,0,1,1,0,1,42,0,0,6,8,6,0.7064017658278146,0,0,6,7,6,0.8230769233710059,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.6699238005129502,1.0,0.0,0.2479567361029612,0.466041518894706,1.0,1.0
3909,3909,3909,1,39,1,9119,1,1,0.4475757310590674,1,37,37,90,90,0.21328564181953524,1,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Dropout,0.0,0.0,0.0,0.27949835887723573,0.31588439348783437,0.0,0.0
3910,3910,3910,1,17,1,9773,1,1,0.6666351901976921,1,19,19,4,4,0.49624685795322776,1,0,0,1,0,0,20,0,0,6,9,6,0.6181015454304636,0,0,6,8,5,0.624615384663432,0,0.0,0.3374415048438927,0.42151018228875087,Enrolled,0.47940736672544143,0.9166666666666666,0.0,0.25604433168610846,0.05697767663698483,0.0,0.9166666666666666
3911,3911,3911,2,44,1,8014,0,39,0.7780665087472556,1,37,19,9,10,0.7434527073756563,0,0,0,1,0,0,33,0,3,6,7,6,0.8325449382781457,0,2,6,7,6,0.8346153846795858,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.7716445814009352,1.0,0.0,0.37452760697921644,0.31147557618242994,0.0,0.0
3912,3912,3912,1,1,4,9254,1,1,0.41756656824806054,1,1,19,9,6,0.17941424898395297,1,0,0,1,0,0,20,0,0,6,8,5,0.5827814569536424,0,0,6,9,5,0.6138461538933728,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.4510716329622819,0.8333333333333334,0.0,0.37452760697921644,0.05175579231984212,0.0,0.8333333333333334
3913,3913,3913,1,1,2,9670,1,1,0.573389560059012,1,26,30,0,5,0.47261068709271115,1,0,1,1,0,0,19,0,0,5,8,4,0.6490066225165563,0,0,5,7,4,0.6865384615912723,2,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5382062975115123,0.8,0.13333333333333333,0.25604433168610846,0.03754795941484668,0.0,0.8
3914,3914,3914,2,43,1,9991,0,3,0.6395773680065004,1,37,19,9,4,0.5947925105984773,0,0,1,1,0,0,34,0,4,10,25,5,0.6463576158940397,0,3,9,18,8,0.6581196580506247,0,0.46745609300015906,0.10917225156714175,0.34780039212943786,Dropout,0.5182937548376556,0.6842105263157895,0.0,0.5609466851707618,0.3265736784716242,0.0,0.0
3915,3915,3915,1,1,1,9147,1,1,0.6261719444804298,1,37,37,9,6,0.6440220956739822,1,0,0,1,0,0,18,0,0,5,6,5,0.6887417218543046,0,0,5,5,5,0.7538461539041421,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.6095197417123825,1.0,0.0,0.25604433168610846,0.02105041146840586,0.0,1.0
3916,3916,3916,1,17,1,8014,0,1,0.5093554269594185,1,38,37,6,6,0.278067859396252,0,0,0,1,0,1,24,0,0,6,11,4,0.6357615894039735,0,0,6,7,6,0.7000000000538462,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.5382062975115123,0.8333333333333334,0.0,0.27949835887723573,0.12890111012261096,0.8333333333333334,0.0
3917,3917,3917,1,1,1,9853,1,1,0.6062200765100134,1,19,12,9,7,0.5650823078216654,1,0,0,1,0,0,18,0,0,6,6,6,0.7064017658278146,0,0,6,7,6,0.6641025639741618,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5615678855034101,1.0,0.0,0.25604433168610846,0.01987946824582204,0.0,1.0
3918,3918,3918,1,1,1,9670,1,1,0.5030742324882614,1,37,37,10,6,0.36601770362402775,1,0,0,1,0,0,20,0,0,5,6,3,0.6887417218543046,0,0,5,7,3,0.7000000000538462,1,0.0,0.3374415048438927,0.42151018228875087,Enrolled,0.5734027731227083,0.6,0.06666666666666667,0.25604433168610846,0.054831301676280086,0.0,0.6
3919,3919,3919,1,17,1,9500,1,1,0.5156591542170132,1,1,1,4,3,0.3760528644849579,1,0,0,1,0,0,21,0,0,8,8,7,0.6839735099337748,0,0,8,8,7,0.6951538462073196,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.5669992099930047,0.875,0.0,0.27949835887723573,0.07395728251817046,0.0,0.875
3920,3920,3920,1,1,5,9238,1,1,0.5475121059982184,1,38,1,9,5,0.4390558486660687,1,0,0,1,0,1,19,0,0,6,8,6,0.5827814569536424,0,0,6,13,3,0.5923076923532545,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.43823543170008816,0.75,0.0,0.33045021105106365,0.037022576276858954,0.75,0.75
3921,3921,3921,1,17,4,9500,1,1,0.5864578351256783,1,38,19,5,7,0.4367013218396636,0,0,0,1,0,1,19,0,0,7,8,6,0.7194701986754967,0,0,8,8,8,0.6965673077458898,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.5919337899667962,0.9333333333333333,0.0,0.7607102960745002,0.036985710395497695,0.9333333333333333,0.9333333333333333
3922,3922,3922,1,1,1,9238,1,1,0.5604073954142103,1,19,19,5,5,0.42484842440030945,1,0,0,1,0,1,18,0,0,6,10,4,0.656953642384106,0,0,6,8,6,0.6730769231286983,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.5347376324787516,0.8333333333333334,0.0,0.3057830445224644,0.01779932691486169,0.8333333333333334,0.8333333333333334
3923,3923,3923,4,39,1,8014,0,1,0.7780665087472556,1,37,37,5,5,0.4425777023108708,0,0,0,1,0,1,38,0,4,9,13,8,0.6828550405298014,0,2,7,9,7,0.7000000000538462,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.5694464302806308,0.9375,0.0,0.37452760697921644,0.3983704645143392,0.9375,0.0
3924,3924,3924,1,1,1,171,1,1,0.5410972836775345,1,19,19,5,4,0.5556802277177688,1,0,1,1,1,0,21,0,6,12,12,11,0.6116797112582781,0,4,11,18,9,0.6300000000484616,1,0.0706619675465357,0.2183445031342835,0.6111345618114996,Enrolled,0.47870531483004813,0.8695652173913043,0.02898550724637681,0.13109097992648266,0.07706584189199539,0.0,0.8695652173913043
3925,3925,3925,1,43,1,9147,1,1,0.5539488427689498,25,1,5,9,10,0.4212662160682541,1,0,0,1,1,0,23,1,0,5,6,1,0.5298013245033113,0,0,5,5,0,0.0,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Enrolled,0.12848655544409032,0.1,0.0,0.7607102960745002,0.11273541739982673,0.0,0.1
3926,3926,3926,1,17,5,9500,1,1,0.6871420769563974,1,19,1,4,3,0.5795352237804359,1,0,0,1,0,0,19,0,0,8,8,8,0.7598013245033113,0,0,8,8,8,0.7722211539055556,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.6723392659675153,1.0,0.0,0.33045021105106365,0.039222124788514,0.0,1.0
3927,3927,3927,1,1,2,9773,1,1,0.573389560059012,1,38,37,5,3,0.39829066133705027,1,0,1,0,0,0,18,0,0,6,8,6,0.7492904445033113,0,0,6,6,5,0.6461538462035503,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Dropout,0.5785061955003302,0.9166666666666666,0.0,0.37452760697921644,0.017405385741316948,0.0,0.9166666666666666
3928,3928,3928,1,1,6,171,1,1,0.5996114740654517,1,19,37,5,5,0.4425777023108708,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.0,0.0,0.0,0.33045021105106365,0.018062311885755133,0.0,0.0
3929,3929,3929,1,39,1,9003,1,1,0.6395773680065004,1,19,19,9,6,0.5472486066876066,1,0,0,1,0,0,24,0,0,6,10,5,0.6251655629139073,0,0,6,13,4,0.6057692308158285,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.47225647804343235,0.75,0.0,0.3057830445224644,0.13422492092856425,0.0,0.75
3930,3930,3930,1,1,1,9773,1,1,0.7147652230092925,2,1,1,5,9,0.6583241649402503,0,0,0,1,0,1,18,1,0,6,6,6,0.7064017658278146,0,0,6,6,6,0.7628205130586786,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.627920609981911,1.0,0.0,0.5884445101534626,0.02126255937926158,1.0,1.0
3931,3931,3931,1,1,1,9130,1,1,0.5864578351256783,1,3,1,4,9,0.3933891751886698,1,0,0,1,0,0,18,0,0,6,8,6,0.7682119205298014,0,0,6,9,6,0.692307692514793,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.6226400284588512,1.0,0.0,0.37452760697921644,0.017332680174933057,0.0,1.0
3932,3932,3932,1,7,1,9991,0,40,0.573389560059012,1,19,19,7,3,0.4884282858118354,0,0,0,1,0,0,26,0,5,10,13,8,0.6710816778807946,0,5,10,12,10,0.7215384615939646,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.5757820343405838,0.9,0.0,0.2479567361029612,0.17116796669016382,0.0,0.0
3933,3933,3933,1,1,1,9147,1,1,0.5475121059982184,1,19,19,9,9,0.3077447616601958,0,0,1,1,0,0,19,0,0,5,13,1,0.5298013245033113,0,0,5,8,2,0.5384615385029586,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.3763745927327902,0.3,0.0,0.3057830445224644,0.03496657975955936,0.0,0.3
3934,3934,3934,1,18,3,9670,1,1,0.5030742324882614,1,38,38,9,9,0.3077447616601958,1,0,0,1,0,1,19,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Dropout,0.0,0.0,0.0,0.5884445101534626,0.03496657975955936,0.0,0.0
3935,3935,3935,1,1,1,9254,1,1,0.5283337828952374,1,38,37,5,5,0.431976277548042,0,0,0,1,0,0,19,0,0,6,12,4,0.5827814569536424,0,0,6,6,4,0.6730769231286983,0,0.46745609300015906,0.10917225156714175,0.34780039212943786,Enrolled,0.48715804055670425,0.6666666666666666,0.0,0.5609466851707618,0.03691172826017941,0.0,0.6666666666666666
3936,3936,3936,1,1,1,9130,1,1,0.4235202879091588,1,37,37,9,9,0.20746849456600103,1,0,1,1,0,0,20,0,0,5,10,2,0.6357615894039735,2,0,5,9,4,0.5923076923532545,0,0.0978396473721263,0.0,0.217024957975818,Dropout,0.4706125978429604,0.6,0.13333333333333333,0.33045021105106365,0.052218169047763996,0.0,0.6
3937,3937,3937,1,1,3,9254,1,1,0.5156591542170132,1,19,19,9,9,0.44140507258312667,1,0,0,1,0,0,22,0,0,6,10,4,0.5298013245033113,0,0,6,12,2,0.7269230769789942,0,0.0978396473721263,0.0,0.217024957975818,Enrolled,0.48715804055670425,0.5,0.0,0.33045021105106365,0.09410268301369235,0.0,0.5
3938,3938,3938,1,1,2,9500,1,1,0.6261719444804298,1,19,1,5,5,0.46575681205264985,1,0,0,1,0,0,19,0,0,7,7,7,0.7527719962913907,0,0,8,9,8,0.8145726497549672,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.6974396614430032,1.0,0.0,0.2479567361029612,0.037440645222772906,0.0,1.0
3939,3939,3939,1,1,5,9500,1,1,0.4968156785970186,1,3,1,5,10,0.2848841177063868,1,0,0,1,0,0,20,0,0,7,7,7,0.7579943237086093,0,0,8,8,8,0.8083653846775666,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.6967935692812032,1.0,0.0,0.3057830445224644,0.05349409651524828,0.0,1.0
3940,3940,3940,2,39,1,9147,1,1,0.5093554269594185,1,37,37,5,5,0.4260397766789623,0,0,0,1,0,0,36,0,0,5,8,3,0.5827814569536424,0,0,5,12,4,0.7201923077477071,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Enrolled,0.5166800653748668,0.7,0.0,0.27949835887723573,0.3598490228522686,0.0,0.7
3941,3941,3941,1,39,1,9853,1,19,0.5936818197721161,1,19,4,9,4,0.3183379733794567,1,0,0,1,0,0,29,0,0,7,14,0,0.0,0,0,6,6,0,0.0,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Dropout,0.0,0.0,0.0,0.2479567361029612,0.22426268868506816,0.0,0.0
3942,3942,3942,1,17,3,9238,1,1,0.646311076714472,1,3,3,2,2,0.42960571884748333,1,0,0,1,0,0,19,0,0,6,10,6,0.6357615894039735,0,0,6,12,4,0.5923076923532545,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.4706125978429604,0.8333333333333334,0.0,0.5884445101534626,0.03687461136058212,0.0,0.8333333333333334
3943,3943,3943,5,39,1,9147,1,1,0.9242138982316439,1,1,1,4,8,0.5998268875610719,0,0,1,0,0,0,24,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Dropout,0.0,0.0,0.0,0.37452760697921644,0.13526480517990558,0.0,0.0
3944,3944,3944,5,39,1,9003,1,1,0.9242138982316439,1,1,1,4,8,0.929134381908252,0,0,1,0,0,0,27,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Dropout,0.0,0.0,0.0,0.13109097992648266,0.2000268947598871,0.0,0.0
3945,3945,3945,1,17,1,9773,1,1,0.47817696000564597,1,37,37,9,8,0.3196548455800823,1,0,0,1,0,1,18,0,0,6,7,6,0.7341532641059603,0,0,6,7,6,0.7692307695207101,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.6519119951420743,1.0,0.0,0.37452760697921644,0.016238951449838612,1.0,1.0
3946,3946,3946,1,17,2,171,1,1,0.6530653382772872,1,3,1,2,6,0.5887175203065027,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.0,0.0,0.0,0.7607102960745002,0.02023005814004908,0.0,0.0
3947,3947,3947,1,17,4,9556,1,1,0.6062200765100134,1,38,37,3,7,0.4771548130969485,1,0,0,1,0,0,21,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Dropout,0.0,0.0,0.0,0.5884445101534626,0.07570691244321948,0.0,0.0
3948,3948,3948,2,39,1,9670,1,1,0.7078296001028215,1,37,19,9,4,0.5493631187844734,0,0,0,1,0,1,43,0,0,6,8,5,0.5827814569536424,0,0,6,9,5,0.7000000000538462,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.5039396449393123,0.8333333333333334,0.0,0.3057830445224644,0.49723147349066266,0.8333333333333334,0.8333333333333334
3949,3949,3949,1,43,1,9147,1,1,0.7286956901640183,1,1,19,9,10,0.6705524570010937,0,0,0,1,0,1,18,0,0,5,9,5,0.6993377483443708,0,0,5,13,5,0.7753846154442604,5,0.46745609300015906,0.10917225156714175,0.34780039212943786,Graduate,0.6316280350642397,1.0,0.3333333333333333,0.5609466851707618,0.021443946181810503,1.0,1.0
